school_code;school_name;la_code;local_authority;sector;governance;postcode;pupils;geom
6662156;YSGOL GOLWG PEN Y FAN;666;Powys;Primary;Community;LD3 7LU;300;POINT (304563.7 228822.5)
6672374;YSGOL DYFFRYN AERON;667;Ceredigion;Primary;Community;SA48 8AE;180;POINT (253053.51 255644.72)
6682398;Ysgol Bro Penfro;668;Pembrokeshire;Primary;Community;SA71 4RJ;149;POINT (197756.34 202302.68)
6712242;YGG Tregeles;671;Neath Port Talbot;Primary;Community;SA10 7ND;43;POINT (273223 197452)
6735501;COWBRIDGE SCHOOL;673;The Vale of Glamorgan;Middle;Community;CF71 7EN;1559;POINT (300230 174801)
6742388;Ysgol Gynradd Gymraeg Awel Taf;674;Rhondda Cynon Taf;Primary;Community;CF37 5DB;346;POINT (309324.13 188320.88)
6745505;Ysgol Afon Wen;674;Rhondda Cynon Taf;Middle;Community;CF37 5AL;1165;POINT (309553 187414)
6745506;Ysgol Bro Taf;674;Rhondda Cynon Taf;Middle;Community;CF37 4SF;902;POINT (308585 192574)
6792325;Ysgol Gymraeg Trefynwy;679;Monmouthshire;Primary;Community;NP25 5BA;21;POINT (349990 212661)
6795500;King Henry VIII 319;679;Monmouthshire;Middle;Community;NP7 6EP;1310;POINT (329956.9 215272.69)
6812333;Ysgol Gynradd Groes Wen;681;Cardiff;Primary;Community;CF5 2FG;124;POINT (313086.49 179044.65)
6607011;Canolfan Addysg y Bont;660;Isle of Anglesey;Special;Not Applicable;LL77 7PG;123;POINT (245233.92 375872.98)
6617002;Ysgol Pendalar;661;Gwynedd;Special;Not Applicable;LL55 1DU;115;POINT (249055 363715)
6617010;Ysgol Hafod Lon;661;Gwynedd;Special;Not Applicable;LL48 6LD;116;POINT (260271.49 338335.12)
6627007;Ysgol Y Gogarth;662;Conwy;Special;Not Applicable;LL30 1YE;272;POINT (279980.08 381930.05)
6637000;YSGOL TIR MORFA;663;Denbighshire;Special;Not Applicable;LL18 2RN;114;POINT (301535 380260)
6637010;Ysgol Plas Brondyffryn;663;Denbighshire;Special;Not Applicable;LL16 3DR;119;POINT (305917 366263)
6647020;Pen Coch;664;Flintshire;Special;Not Applicable;CH6 5DL;100;POINT (324496.23 372545.17)
6647021;Ysgol Maes Hyfryd;664;Flintshire;Special;Not Applicable;CH6 5QL;131;POINT (324336.47 371952.28)
6657005;St Christophers School;665;Wrexham;Special;Not Applicable;LL13 7BW;304;POINT (333760 349273)
6667001;BRYNLLYWARCH HALL SCHOOL;666;Powys;Special;Not Applicable;SY16 4PB;87;POINT (315103 289319.99)
6667002;YSGOL ROBERT OWEN;666;Powys;Special;Not Applicable;SY16 1LH;112;POINT (309890 290383)
6667004;YSGOL PENMAES;666;Powys;Special;Not Applicable;LD3 7HL;115;POINT (304621.4 228119.01)
6687001;Portfield Special School;668;Pembrokeshire;Special;Not Applicable;SA61 1BS;187;POINT (194325 215107)
6691000;AMMANFORD NURSERY;669;Carmarthenshire;Nursery;Not Applicable;SA18 2NS;81;POINT (263148.57 212459.55)
6697000;HEOL GOFFA;669;Carmarthenshire;Special;Not Applicable;SA15 3LS;127;POINT (251268 201317)
6717006;Ysgol Maes y Coed;671;Neath Port Talbot;Special;Not Applicable;SA10 7TY;125;POINT (274309.4 200449.6)
6717008;Ysgol Hendrefelin;671;Neath Port Talbot;Special;Not Applicable;SA10 7TY;175;POINT (274323 200350)
6727003;Heronsbridge Special School;672;Bridgend;Special;Not Applicable;CF31 3HT;269;POINT (290800.85 178935.76)
6727012;Ysgol Bryn Castell;672;Bridgend;Special;Not Applicable;CF32 9NZ;181;POINT (291419 184848)
6737024;Ysgol Y Deri;673;The Vale of Glamorgan;Special;Not Applicable;CF64 2TP;523;POINT (316966.6 171751.88)
6747006;MAESGWYN;674;Rhondda Cynon Taf;Special;Not Applicable;CF44 8RE;134;POINT (298528 203694)
6747008;Park Lane Special School;674;Rhondda Cynon Taf;Special;Not Applicable;CF44 8HN;146;POINT (299034.26 203378.13)
6747011;Ysgol Hen Felin;674;Rhondda Cynon Taf;Special;Not Applicable;CF41 7SZ;244;POINT (298930 194801)
6747015;Ysgol Ty Coch;674;Rhondda Cynon Taf;Special;Not Applicable;CF38 1PG;241;POINT (309570 186302)
6757013;Greenfield School;675;Merthyr Tydfil;Special;Not Applicable;CF48 4BJ;204;POINT (306245 203927)
6767011;Trinity Fields School;676;Caerphilly;Special;Not Applicable;CF82 7XW;306;POINT (314485 193997)
6777011;Pen-y-Cwm Special School;677;Blaenau Gwent;Special;Not Applicable;NP23 6AN;174;POINT (317351.74 208236.16)
6777012;The River Centre 3-16 Learning Community;677;Blaenau Gwent;Special;Not Applicable;NP23 6EH;61;POINT (316957.35 210023.13)
6787012;Crownbridge Special School;678;Torfaen;Special;Not Applicable;NP44 2BJ;142;POINT (330545.35 195441.32)
6801019;Newport Nursery School;680;Newport;Nursery;Not Applicable;NP19 7EJ;68;POINT (331927 188695)
6807002;MAES EBBW SCHOOL;680;Newport;Special;Not Applicable;NP20 3DG;157;POINT (329877 185898)
6807004;Ysgol Bryn Derw;680;Newport;Special;Not Applicable;NP20 3FQ;111;POINT (329685.55 187040.3)
6811003;GRANGETOWN NURSERY SCHOOL;681;Cardiff;Nursery;Not Applicable;CF11 7DT;114;POINT (318116.49 174484.59)
6811017;TREMORFA NURSERY;681;Cardiff;Nursery;Not Applicable;CF24 2YE;41;POINT (320951 177135)
6811018;Ely and Caerau Children's Centre;681;Cardiff;Nursery;Not Applicable;CF5 4SX;76;POINT (311883.8 175654.13)
6817001;GREENHILL SPECIAL SCHOOL;681;Cardiff;Special;Not Applicable;CF14 6UJ;77;POINT (315443 181649)
6817005;THE COURT SCHOOL;681;Cardiff;Special;Not Applicable;CF14 5UX;42;POINT (318054 182068)
6817006;WOODLANDS HIGH SCHOOL;681;Cardiff;Special;Not Applicable;CF5 5AQ;182;POINT (314475.6 176152.1)
6817008;RIVERBANK SCHOOL;681;Cardiff;Special;Not Applicable;CF5 5AQ;80;POINT (314308.59 176277.2)
6817011;TY-GWYN SPECIAL SCHOOL;681;Cardiff;Special;Not Applicable;CF5 5AQ;251;POINT (314380.73 176182.74)
6817019;THE HOLLIES SCHOOL;681;Cardiff;Special;Not Applicable;CF23 7XG;135;POINT (320842 181414)
6817021;MEADOWBANK SPECIAL SCHOOL;681;Cardiff;Special;Not Applicable;CF14 2QQ;98;POINT (315632 178542)
6602130;Ysgol Gynradd Amlwch;660;Isle of Anglesey;Primary;Community;LL68 9DU;258;POINT (244072 393131)
6602131;Ysgol Gynradd Beaumaris;660;Isle of Anglesey;Primary;Community;LL58 8HL;32;POINT (259868 376255)
6602132;Ysgol Gynradd Bodedern;660;Isle of Anglesey;Primary;Community;LL65 3TZ;85;POINT (233535.32 380285.87)
6602133;Ysgol Gymuned Bodffordd;660;Isle of Anglesey;Primary;Community;LL77 7LZ;76;POINT (242611 376780)
6602135;Ysgol Gymuned Bryngwran;660;Isle of Anglesey;Primary;Community;LL65 3PP;49;POINT (234891 377510)
6602136;Ysgol Gynradd Brynsiencyn;660;Isle of Anglesey;Primary;Community;LL61 6HZ;35;POINT (248218 366849)
6602138;Ysgol Cemaes;660;Isle of Anglesey;Primary;Community;LL67 0LB;63;POINT (236826 392946)
6602140;Ysgol Esceifiog;660;Isle of Anglesey;Primary;Community;LL60 6DD;129;POINT (247951 371788)
6602142;Ysgol Gymuned y Ffridd;660;Isle of Anglesey;Primary;Community;LL65 4SG;82;POINT (239046 375690)
6602145;Ysgol Gymuned Moelfre;660;Isle of Anglesey;Primary;Community;LL72 8NA;51;POINT (250937 386415)
6602146;Ysgol Gynradd Llanbedrgoch;660;Isle of Anglesey;Primary;Community;LL76 8SX;22;POINT (251358 380597)
6602152;Ysgol Gynradd Llanfairpwll;660;Isle of Anglesey;Primary;Foundation;LL61 5TX;330;POINT (252942 371638)
6602153;Ysgol Gymuned Llanfechell;660;Isle of Anglesey;Primary;Community;LL68 0SA;81;POINT (236554 390994)
6602154;Ysgol Y Graig;660;Isle of Anglesey;Primary;Community;LL77 7LP;367;POINT (246876.16 376218.02)
6602155;YSGOL GYNRADD LLANGOED;660;Isle of Anglesey;Primary;Community;LL58 8LU;85;POINT (260757.74 379244.61)
6602156;Ysgol Henblas;660;Isle of Anglesey;Primary;Community;LL62 5DR;90;POINT (242982 373566)
6602157;Ysgol Gymuned Llannerch-y-medd;660;Isle of Anglesey;Primary;Community;LL71 8DP;123;POINT (241892 384239)
6602160;Ysgol Pencarnisiog;660;Isle of Anglesey;Primary;Community;LL63 5RY;64;POINT (235268 373722)
6602161;Ysgol Gymuned Pentraeth;660;Isle of Anglesey;Primary;Community;LL75 8UP;77;POINT (252165.68 378343.68)
6602162;Ysgol Penysarn;660;Isle of Anglesey;Primary;Community;LL69 9AZ;64;POINT (246201.85 390674.44)
6602163;Ysgol Santes Gwenfaen;660;Isle of Anglesey;Primary;Community;LL65 2DX;106;POINT (226822.63 377522.57)
6602164;Ysgol Gynradd Rhosneigr;660;Isle of Anglesey;Primary;Community;LL64 5XA;75;POINT (232089 373433)
6602165;Ysgol Gynradd Rhosybol;660;Isle of Anglesey;Primary;Community;LL68 9PP;75;POINT (242773 388904)
6602168;Ysgol Gymuned y Fali;660;Isle of Anglesey;Primary;Community;LL65 3EU;118;POINT (228850 379103)
6602169;Ysgol Llanfawr;660;Isle of Anglesey;Primary;Community;LL65 2DS;256;POINT (225278 382189)
6602170;Ysgol Goronwy Owen;660;Isle of Anglesey;Primary;Community;LL74 8SG;138;POINT (251666 382853)
6602173;Ysgol Gynradd Y Tywyn;660;Isle of Anglesey;Primary;Community;LL65 3LW;100;POINT (231801.41 376985.05)
6602174;Ysgol Gynradd Llandegfan;660;Isle of Anglesey;Primary;Community;LL59 5UW;160;POINT (256857 374017)
6602175;Ysgol Gynradd y Borth;660;Isle of Anglesey;Primary;Community;LL59 5DS;192;POINT (255307 372487)
6602176;Ysgol Gynradd Kingsland;660;Isle of Anglesey;Primary;Community;LL65 2TH;166;POINT (225106 381363)
6602177;Ysgol Gymraeg Morswyn;660;Isle of Anglesey;Primary;Community;LL65 2PU;178;POINT (225288 381432)
6602226;Ysgol Gynradd Corn Hir;660;Isle of Anglesey;Primary;Community;LL77 7JB;338;POINT (245141 376366)
6602227;Rhyd y Llan;660;Isle of Anglesey;Primary;Community;LL65 4PQ;118;POINT (231395.52 387098.63)
6602228;Ysgol Parc y Bont;660;Isle of Anglesey;Primary;Community;LL60 6ES;113;POINT (249676 370680)
6603036;Cybi;660;Isle of Anglesey;Primary;Community;LL65 1NS;425;POINT (224190.12 382480.88)
6603037;Ysgol Santes Dwynwen;660;Isle of Anglesey;Primary;Voluntary controlled;LL61 6TE;106;POINT (242463.77 366012.58)
6603304;Ysgol Santes Fair;660;Isle of Anglesey;Primary;Voluntary aided;LL65 1TR;99;POINT (224574 382263)
6604025;Ysgol Syr Thomas Jones;660;Isle of Anglesey;Secondary;Community;LL68 9TH;537;POINT (243747 392120)
6604026;Ysgol Uwchradd Caergybi;660;Isle of Anglesey;Secondary;Community;LL65 1NP;818;POINT (224237 382628)
6604027;Ysgol Gyfun Llangefni;660;Isle of Anglesey;Secondary;Community;LL77 7NG;761;POINT (245314 375744)
6604028;Ysgol David Hughes;660;Isle of Anglesey;Secondary;Community;LL59 5SS;1123;POINT (254767 372341)
6604029;Ysgol Uwchradd Bodedern;660;Isle of Anglesey;Secondary;Community;LL65 3TL;810;POINT (233125 380063)
6605200;Ysgol Caergeiliog;660;Isle of Anglesey;Primary;Foundation;LL65 3NP;309;POINT (231330 378265)
6612000;Ysgol Gwaun Gyfni;661;Gwynedd;Primary;Community;LL55 3LT;131;POINT (257749 363265)
6612004;YSGOL GYNRADD NEFYN;661;Gwynedd;Primary;Community;LL53 6EA;131;POINT (230446 340521)
6612006;Ysgol Llanrug;661;Gwynedd;Primary;Community;LL55 4AL;265;POINT (253540 363387)
6612008;Ysgol Gynradd Abererch;661;Gwynedd;Primary;Community;LL53 6YU;71;POINT (239729 336675)
6612010;YSGOL BEDDGELERT;661;Gwynedd;Primary;Community;LL55 4UY;31;POINT (258832.32 348193.32)
6612011;Ysgol Bethel;661;Gwynedd;Primary;Community;LL55 1AX;147;POINT (252674 365359)
6612013;Ysgol Bodfeurig;661;Gwynedd;Primary;Community;LL57 4RN;55;POINT (260417 366604)
6612015;YSGOL GYNRADD BORTH-Y-GEST;661;Gwynedd;Primary;Community;LL49 9UF;32;POINT (256243 337354)
6612017;Ysgol Brynaerau;661;Gwynedd;Primary;Community;LL54 5EU;57;POINT (244166 351874)
6612026;Ysgol Y Gelli;661;Gwynedd;Primary;Community;LL55 1DU;222;POINT (249127 363672)
6612028;Ysgol Penybryn;661;Gwynedd;Primary;Community;LL57 3BE;106;POINT (262594 366822)
6612033;Ysgol Treferthyr;661;Gwynedd;Primary;Community;LL52 0RR;118;POINT (249891 337860)
6612036;Ysgol Gynradd Chwilog;661;Gwynedd;Primary;Community;LL53 6PS;91;POINT (243171 338423)
6612039;YSGOL CRUD-Y-WERIN;661;Gwynedd;Primary;Community;LL53 8BP;55;POINT (217396 326779)
6612042;Ysgol Dolbadarn;661;Gwynedd;Primary;Community;LL55 4SH;132;POINT (257659 359966)
6612046;Ysgol Gynradd Edern;661;Gwynedd;Primary;Community;LL53 8YW;78;POINT (227676 339311)
6612048;Ysgol Bro Plenydd;661;Gwynedd;Primary;Community;LL53 6UP;91;POINT (239752 339177)
6612049;Ysgol Gynradd Garndolbenmaen;661;Gwynedd;Primary;Community;LL51 9SZ;15;POINT (249516 344036)
6612060;Ysgol Gynradd Llanbedrog;661;Gwynedd;Primary;Community;LL53 7NU;97;POINT (232555 332006)
6612066;Ysgol Gynradd Llangybi;661;Gwynedd;Primary;Community;LL53 6DQ;23;POINT (241988 340831)
6612069;Ysgol Llanllechid;661;Gwynedd;Primary;Community;LL57 3EH;260;POINT (262082 367723)
6612070;Ysgol Gynradd Llanllyfni;661;Gwynedd;Primary;Community;LL54 6SH;77;POINT (247041 351752)
6612075;YSGOL BABANOD MORFA NEFYN;661;Gwynedd;Primary;Community;LL53 6AR;22;POINT (228763 340116)
6612078;Ysgol Baladeulyn;661;Gwynedd;Primary;Community;LL54 6BT;13;POINT (251649 353488)
6612081;Ysgol Gynradd Nebo;661;Gwynedd;Primary;Community;LL54 6EE;10;POINT (247906 350479)
6612085;Ysgol Gymuned Penisarwaun;661;Gwynedd;Primary;Community;LL55 3BW;39;POINT (255503 363897)
6612089;Ysgol Bro Lleu;661;Gwynedd;Primary;Community;LL54 6RL;190;POINT (247430 353140)
6612093;YSGOL GYNRADD  PENTREUCHAF;661;Gwynedd;Primary;Community;LL53 8DZ;93;POINT (235293 339613)
6612097;Ysgol Rhiwlas;661;Gwynedd;Primary;Community;LL57 4EH;36;POINT (257540 366180)
6612098;Ysgol Gynradd Rhosgadfan;661;Gwynedd;Primary;Community;LL54 7EU;39;POINT (250700 357209)
6612099;Ysgol Gynradd Rhostryfan;661;Gwynedd;Primary;Community;LL54 7LR;78;POINT (249710 357948)
6612103;YSGOL SARN BACH;661;Gwynedd;Primary;Community;LL53 7LF;24;POINT (230290 326650)
6612104;Ysgol Eifion Wyn;661;Gwynedd;Primary;Community;LL49 9NU;212;POINT (256493 339028)
6612108;Ysgol Gynradd Talysarn;661;Gwynedd;Primary;Community;LL54 6HR;96;POINT (248942 353196)
6612110;YSGOL Y GORLAN;661;Gwynedd;Primary;Community;LL49 9RN;109;POINT (255771 340192)
6612111;Ysgol yr Eifl;661;Gwynedd;Primary;Community;LL54 5LU;44;POINT (237430 346719)
6612112;YSGOL GYNRADD TUDWEILIOG;661;Gwynedd;Primary;Community;LL53 8ND;51;POINT (223630 336703)
6612113;Ysgol Waunfawr;661;Gwynedd;Primary;Community;LL55 4LJ;116;POINT (252436 359449)
6612116;Ysgol Glancegin;661;Gwynedd;Primary;Community;LL57 1ST;219;POINT (258750 371975)
6612119;Ysgol Yr Hendre;661;Gwynedd;Primary;Community;LL55 2AT;378;POINT (248945.24 362323.31)
6612122;Ysgol Bontnewydd;661;Gwynedd;Primary;Community;LL55 2UF;214;POINT (248207 359950.59)
6612123;Ysgol Gymraeg y Garnedd;661;Gwynedd;Primary;Community;LL57 2LX;394;POINT (256112 370713)
6612125;Ysgol Cymerau;661;Gwynedd;Primary;Community;LL53 5AR;253;POINT (237435 334410)
6612126;Ysgol Abercaseg (Babanod);661;Gwynedd;Primary;Community;LL57 3PL;76;POINT (262772 366497)
6612127;Ysgol y Felinheli;661;Gwynedd;Primary;Community;LL56 4TZ;157;POINT (251967 366717)
6612181;Ysgol y Traeth;661;Gwynedd;Primary;Community;LL42 1HH;185;POINT (260882 316137)
6612185;Ysgol Gynradd Dyffryn Dulas;661;Gwynedd;Primary;Community;SY20 9TQ;33;POINT (275572 307742)
6612189;Ysgol Gynradd Dyffryn Ardudwy;661;Gwynedd;Primary;Community;LL44 2EP;68;POINT (258806 322802)
6612190;Ysgol Bro Cynfal;661;Gwynedd;Primary;Community;LL41 4NF;40;POINT (270298 341870)
6612192;Ysgol Edmwnd Prys;661;Gwynedd;Primary;Community;LL41 4DY;18;POINT (268394 339813)
6612194;Ysgol Gynradd Llanbedr;661;Gwynedd;Primary;Community;LL45 2NW;43;POINT (258849 326941)
6612198;YSGOL Y GARREG;661;Gwynedd;Primary;Community;LL48 6LJ;17;POINT (261491 341636)
6612199;Ysgol O M Edwards;661;Gwynedd;Primary;Community;LL23 7UB;74;POINT (287336 330451)
6612205;Ysgol Manod;661;Gwynedd;Primary;Community;LL41 4AF;86;POINT (270457 344769)
6612207;Ysgol Gynradd Pennal;661;Gwynedd;Primary;Community;SY20 9JT;34;POINT (269888 300423)
6612208;Ysgol Cefn Coch;661;Gwynedd;Primary;Community;LL48 6AE;157;POINT (261085 338959)
6612210;Ysgol Talsarnau;661;Gwynedd;Primary;Community;LL47 6TA;26;POINT (261076 335805)
6612211;Ysgol Gynradd Tanygrisiau;661;Gwynedd;Primary;Community;LL41 3SU;32;POINT (268692 345039)
6612212;Ysgol Gynradd Penybryn;661;Gwynedd;Primary;Community;LL36 9EF;240;POINT (258989 300633)
6612213;Ysgol Bro Hedd Wyn;661;Gwynedd;Primary;Community;LL41 4SE;64;POINT (270750 335479)
6612214;Ysgol Bro Tryweryn;661;Gwynedd;Primary;Community;LL23 7NT;61;POINT (290456 339234)
6612219;Ysgol Tanycastell;661;Gwynedd;Primary;Community;LL46 2UE;77;POINT (258261 331632)
6612220;Ysgol Ffridd y LLyn;661;Gwynedd;Primary;Community;LL23 7HE;45;POINT (296681 338372)
6612221;Ysgol Maenofferen;661;Gwynedd;Primary;Community;LL41 3UL;214;POINT (270006 345878)
6612227;Ysgol Hirael;661;Gwynedd;Primary;Community;LL57 1BA;191;POINT (258455 372591)
6612228;Ysgol Craig y Deryn;661;Gwynedd;Primary;Community;LL36 9SG;95;POINT (259801.61 305127.66)
6612229;Ysgol Bro Llifon;661;Gwynedd;Primary;Community;LL54 7DT;150;POINT (247671 355814)
6613004;YSGOL PONT Y GOF;661;Gwynedd;Primary;Voluntary controlled;LL53 8RA;101;POINT (225871 331177)
6613005;Ysgol Gynradd Maesincla;661;Gwynedd;Primary;Voluntary controlled;LL55 1DF;266;POINT (248952 362880)
6613009;Ysgol Y Faenol;661;Gwynedd;Primary;Voluntary controlled;LL57 2NN;225;POINT (255256 370114)
6613010;YSGOL FOEL GRON;661;Gwynedd;Primary;Voluntary controlled;LL53 7RN;29;POINT (230271 331135)
6613013;Ysgol Llandygai;661;Gwynedd;Primary;Voluntary controlled;LL57 4HU;80;POINT (260021 370916)
6613018;Ysgol Gynradd Llandwrog;661;Gwynedd;Primary;Voluntary controlled;LL54 5ST;42;POINT (245171 356030)
6613023;Ysgol Gynradd Llanystumdwy;661;Gwynedd;Primary;Voluntary controlled;LL52 0SP;25;POINT (247322 338565)
6613029;Ysgol Tregarth;661;Gwynedd;Primary;Voluntary controlled;LL57 4PG;114;POINT (260655 367952)
6613030;Ysgol Cae Top;661;Gwynedd;Primary;Voluntary controlled;LL57 2GZ;236;POINT (256338 371230)
6613300;Ysgol Santes Helen;661;Gwynedd;Primary;Voluntary aided;LL55 1PF;40;POINT (248289 363048)
6613301;Ysgol Ein Harglwyddes;661;Gwynedd;Primary;Voluntary aided;LL57 2UT;152;POINT (257620 371528)
6614002;Ysgol Dyffryn Ogwen Bethesda;661;Gwynedd;Secondary;Community;LL57 3NN;398;POINT (262115 367055)
6614003;Ysgol Botwnnog;661;Gwynedd;Secondary;Community;LL53 8PY;469;POINT (226268 331483)
6614004;Ysgol Brynrefail;661;Gwynedd;Secondary;Community;LL55 4AD;764;POINT (253556 363743)
6614007;Ysgol Dyffryn Nantlle;661;Gwynedd;Secondary;Community;LL54 6AA;397;POINT (247365 353142)
6614009;YSGOL EIFIONYDD;661;Gwynedd;Secondary;Community;LL49 9HS;373;POINT (256856 339289)
6614031;Ysgol Y Moelwyn;661;Gwynedd;Secondary;Community;LL41 3DW;355;POINT (270009 345591)
6614032;YSGOL UWCHRADD TYWYN;661;Gwynedd;Secondary;Community;LL36 9EU;376;POINT (258530 300592)
6614034;Ysgol Ardudwy;661;Gwynedd;Secondary;Community;LL46 2UH;331;POINT (257954 331493)
6614036;Ysgol Friars;661;Gwynedd;Secondary;Community;LL57 2LN;1383;POINT (256387 371130)
6614037;Ysgol Tryfan;661;Gwynedd;Secondary;Community;LL57 2TY;513;POINT (256884 371370)
6614039;Ysgol Syr Hugh Owen;661;Gwynedd;Secondary;Community;LL55 1HW;873;POINT (248670 363365)
6614040;Ysgol Glan y Mor;661;Gwynedd;Secondary;Community;LL53 5NU;474;POINT (237084 334375)
6615500;Bro Idris;661;Gwynedd;Middle;Community;LL40 1HY;541;POINT (273194 317630)
6615501;YSGOL Godre'r Berwyn;661;Gwynedd;Middle;Community;LL23 7RU;571;POINT (292621 336243)
6622012;Ysgol Betws y Coed;662;Conwy;Primary;Community;LL24 0BP;14;POINT (278299 356595)
6622023;Ysgol Capelulo;662;Conwy;Primary;Community;LL34 6RA;136;POINT (273142 376991)
6622038;Ysgol Deganwy;662;Conwy;Primary;Community;LL31 9YB;327;POINT (278707 378830)
6622043;Ysgol Dolwyddelan;662;Conwy;Primary;Community;LL25 0SZ;19;POINT (273744 352188)
6622044;Ysgol Ffordd Dyffryn;662;Conwy;Primary;Community;LL30 2LZ;174;POINT (277861 381526)
6622053;Ysgol Glanwydden;662;Conwy;Primary;Community;LL30 3LB;296;POINT (281572 380771)
6622061;Ysgol Tudno;662;Conwy;Primary;Community;LL30 2SJ;184;POINT (278141 381890)
6622063;Ysgol Morfa Rhianedd;662;Conwy;Primary;Community;LL30 1EG;153;POINT (278428 381514)
6622086;Ysgol Penmachno;662;Conwy;Primary;Community;LL24 0PT;38;POINT (279307 350791)
6622103;Ysgol Llandrillo yn Rhos;662;Conwy;Primary;Community;LL28 4LX;427;POINT (327742.71 363883.49)
6622104;Ysgol Talhaiarn;662;Conwy;Primary;Community;LL22 8SD;45;POINT (292568 370121)
6622108;Ysgol  T. Gwynn Jones;662;Conwy;Primary;Community;LL29 9UA;187;POINT (286594 378156)
6622110;Ysgol Maes Owen;662;Conwy;Primary;Community;LL18 5LE;204;POINT (298436 379714)
6622111;Ysgol Glan Gele;662;Conwy;Primary;Community;LL22 7NU;285;POINT (295064 377837)
6622112;Ysgol Glan Morfa;662;Conwy;Primary;Community;LL22 7NU;247;POINT (295093 377872)
6622114;Ysgol Bod Alaw;662;Conwy;Primary;Community;LL29 7ST;331;POINT (285496 378184)
6622115;Ysgol Pant y Rhedyn;662;Conwy;Primary;Community;LL33 0PA;108;POINT (268426 375296)
6622118;Ysgol Y Foryd;662;Conwy;Primary;Community;LL18 5LE;193;POINT (298518 379714)
6622121;Ysgol Craig y Don;662;Conwy;Primary;Community;LL30 1TR;298;POINT (279243 381653)
6622123;Ysgol Cerrigydrudion;662;Conwy;Primary;Community;LL21 9SW;91;POINT (295458 348871)
6622132;Ysgol Bro Aled, Llansannan;662;Conwy;Primary;Community;LL16 5HN;64;POINT (293151 365764)
6622148;Ysgol Gynradd Bro Cernyw;662;Conwy;Primary;Community;LL22 8PP;103;POINT (287532 367272)
6622221;Ysgol Sant Elfod;662;Conwy;Primary;Community;LL22 7NU;291;POINT (295030 377919)
6622222;Ysgol Capel Garmon;662;Conwy;Primary;Community;LL26 0RL;18;POINT (281548 355518)
6622225;Ysgol Glan Conwy;662;Conwy;Primary;Community;LL28 5NA;111;POINT (280424 376018)
6622264;Ysgol Cynfran;662;Conwy;Primary;Community;LL29 8SS;156;POINT (289623 377361)
